Wavelength,Intensity
699.45,67.0
699.78,60.0
700.1,62.0
700.42,58.0
700.74,62.0
701.06,62.0
701.39,60.0
701.71,64.0
702.03,53.0
702.35,60.0
702.67,59.0
702.99,58.0
703.32,58.0
703.64,59.0
703.96,62.0
704.28,62.0
704.6,64.0
704.92,63.0
705.24,58.0
705.57,60.0
705.89,76.0
706.21,97.0
706.53,116.0
706.85,119.0
707.17,114.0
707.49,100.0
707.81,91.0
708.13,81.0
708.45,78.0
708.78,73.0
709.1,68.0
709.42,63.0
709.74,63.0
710.06,66.0
710.38,63.0
710.7,57.0
711.02,61.0
711.34,59.0
711.66,62.0
711.98,63.0
712.3,59.0
712.62,62.0
712.94,56.0
713.26,61.0
713.58,67.0
713.9,62.0
714.22,65.0
714.54,66.0
714.86,74.0
715.18,70.0
715.5,63.0
715.82,63.0
716.14,65.0
716.46,63.0
716.78,60.0
717.1,61.0
717.42,60.0
717.74,61.0
718.06,63.0
718.38,59.0
718.69,61.0
719.01,60.0
719.33,60.0
719.65,60.0
719.97,58.0
720.29,61.0
720.61,55.0
720.93,58.0
721.25,60.0
721.56,56.0
721.88,62.0
722.2,55.0
722.52,60.0
722.84,63.0
723.16,61.0
723.48,59.0
723.79,57.0
724.11,56.0
724.43,62.0
724.75,56.0
725.07,59.0
725.39,63.0
725.7,58.0
726.02,61.0
726.34,68.0
726.66,93.0
726.98,113.0
727.29,126.0
727.61,114.0
727.93,98.0
728.25,90.0
728.56,83.0
728.88,72.0
729.2,72.0
729.52,66.0
729.84,64.0
730.15,57.0
730.47,55.0
730.79,56.0
731.1,62.0
731.42,62.0
731.74,61.0
732.06,63.0
732.37,57.0
732.69,63.0
733.01,60.0
733.32,59.0
733.64,61.0
733.96,59.0
734.27,60.0
734.59,60.0
734.91,58.0
735.22,61.0
735.54,57.0
735.86,63.0
736.17,55.0
736.49,60.0
736.81,63.0
737.12,60.0
737.44,73.0
737.75,109.0
738.07,135.0
738.39,157.0
738.7,146.0
739.02,126.0
739.33,107.0
739.65,95.0
739.97,88.0
740.28,75.0
740.6,74.0
740.91,65.0
741.23,62.0
741.55,58.0
741.86,58.0
742.18,59.0
742.49,59.0
742.81,66.0
743.12,61.0
743.44,61.0
743.75,65.0
744.07,59.0
744.38,58.0
744.7,60.0
745.01,63.0
745.33,61.0
745.64,61.0
745.96,57.0
746.27,56.0
746.59,59.0
746.9,60.0
747.22,59.0
747.53,64.0
747.85,64.0
748.16,63.0
748.47,61.0
748.79,64.0
749.1,66.0
749.42,88.0
749.73,169.0
750.05,238.0
750.36,285.0
750.67,289.0
750.99,256.0
751.3,229.0
751.62,204.0
751.93,166.0
752.24,146.0
752.56,117.0
752.87,97.0
753.19,81.0
753.5,76.0
753.81,72.0
754.13,69.0
754.44,62.0
754.75,64.0
755.07,58.0
755.38,62.0
755.69,57.0
756.01,62.0
756.32,59.0
756.63,60.0
756.95,60.0
757.26,63.0
757.57,61.0
757.88,63.0
758.2,59.0
758.51,62.0
758.82,63.0
759.14,62.0
759.45,62.0
759.76,62.0
760.07,69.0
760.39,93.0
760.7,115.0
761.01,131.0
761.32,132.0
761.63,112.0
761.95,102.0
762.26,97.0
762.57,158.0
762.88,314.0
763.2,461.0
763.51,519.0
763.82,460.0
764.13,320.0
764.44,231.0
764.75,181.0
765.07,158.0
765.38,146.0
765.69,126.0
766.0,99.0
766.31,81.0
766.62,70.0
766.94,68.0
767.25,63.0
767.56,63.0
767.87,58.0
768.18,60.0
768.49,65.0
768.8,61.0
769.11,62.0
769.42,63.0
769.74,60.0
770.05,63.0
770.36,56.0
770.67,63.0
770.98,62.0
771.29,72.0
771.6,148.0
771.91,228.0
772.22,282.0
772.53,290.0
772.84,226.0
773.15,168.0
773.46,141.0
773.77,122.0
774.08,111.0
774.39,103.0
774.7,94.0
775.01,76.0
775.32,66.0
775.63,67.0
775.94,62.0
776.25,67.0
776.56,60.0
776.87,60.0
777.18,59.0
777.49,62.0
777.8,61.0
778.11,60.0
778.42,59.0
778.73,60.0
779.04,60.0
779.35,59.0
779.66,57.0
779.97,60.0
780.28,62.0
780.58,62.0
780.89,63.0
781.2,60.0
781.51,65.0
781.82,63.0
782.13,63.0
782.44,57.0
782.75,61.0
783.06,56.0
783.36,59.0
783.67,57.0
783.98,59.0
784.29,57.0
784.6,56.0
784.91,58.0
785.21,56.0
785.52,58.0
785.83,62.0
786.14,60.0
786.45,64.0
786.76,58.0
787.06,57.0
787.37,62.0
787.68,60.0
787.99,63.0
788.29,58.0
788.6,58.0
788.91,61.0
789.22,61.0
789.52,62.0
789.83,54.0
790.14,56.0
790.45,61.0
790.75,64.0
791.06,56.0
791.37,61.0
791.68,59.0
791.98,61.0
792.29,62.0
792.6,58.0
792.9,60.0
793.21,54.0
793.52,58.0
793.82,75.0
794.13,93.0
794.44,107.0
794.74,115.0
795.05,108.0
795.36,89.0
795.66,83.0
795.97,82.0
796.28,77.0
796.58,76.0
796.89,71.0
797.2,73.0
797.5,71.0
797.81,66.0
798.11,67.0
798.42,59.0
798.73,61.0
799.03,63.0
799.34,60.0
799.64,71.0
799.95,86.0
800.25,97.0
800.56,113.0
800.87,117.0
801.17,121.0
801.48,120.0
801.78,108.0
802.09,92.0
802.39,91.0
802.7,83.0
803.0,85.0
803.31,77.0
803.61,74.0
803.92,70.0
804.22,68.0
804.53,65.0
804.83,61.0
805.14,62.0
805.44,62.0
805.75,58.0
806.05,62.0
806.36,58.0
806.66,59.0
806.97,61.0
807.27,56.0
807.57,58.0
807.88,61.0
808.18,65.0
808.49,64.0
808.79,59.0
809.1,65.0
809.4,71.0
809.7,86.0
810.01,97.0
810.31,118.0
810.62,139.0
810.92,162.0
811.22,190.0
811.53,186.0
811.83,166.0
812.13,147.0
812.44,130.0
812.74,121.0
813.04,108.0
813.35,104.0
813.65,93.0
813.95,89.0
814.26,86.0
814.56,77.0
814.86,64.0
815.17,61.0
815.47,57.0
815.77,56.0
816.08,61.0
816.38,62.0
816.68,61.0
816.98,61.0
817.29,60.0
817.59,59.0
817.89,62.0
818.19,56.0
818.5,58.0
818.8,63.0
819.1,60.0
819.4,58.0
819.71,59.0
820.01,59.0
820.31,58.0
820.61,60.0
820.91,59.0
821.22,63.0
821.52,58.0
821.82,57.0
822.12,55.0
822.42,57.0
822.72,57.0
823.03,55.0
823.33,58.0
823.63,60.0
823.93,58.0
824.23,59.0
824.53,61.0
824.83,57.0
825.14,63.0
825.44,68.0
825.74,88.0
826.04,110.0
826.34,126.0
826.64,126.0
826.94,115.0
827.24,105.0
827.54,96.0
827.84,94.0
828.14,89.0
828.44,88.0
828.75,85.0
829.05,73.0
829.35,71.0
829.65,66.0
829.95,65.0
830.25,62.0
830.55,61.0
830.85,60.0
831.15,60.0
831.45,60.0
831.75,55.0
832.05,54.0
832.35,59.0
832.65,55.0
832.95,56.0
833.25,60.0
833.55,65.0
833.85,61.0
834.15,57.0
834.45,63.0
834.74,60.0
835.04,58.0
835.34,57.0
835.64,57.0
835.94,59.0
836.24,57.0
836.54,59.0
836.84,61.0
837.14,56.0
837.44,56.0
837.74,61.0
838.04,60.0
838.33,61.0
838.63,58.0
838.93,57.0
839.23,59.0
839.53,59.0
839.83,67.0
840.13,70.0
840.42,80.0
840.72,88.0
841.02,87.0
841.32,83.0
841.62,91.0
841.91,95.0
842.21,97.0
842.51,109.0
842.81,101.0
843.11,99.0
843.4,94.0
843.7,90.0
844.0,87.0
844.3,79.0
844.6,83.0
844.89,75.0
845.19,74.0
845.49,69.0
845.79,63.0
846.08,61.0
846.38,63.0
846.68,65.0
846.97,63.0
847.27,62.0
847.57,60.0
847.87,57.0
848.16,61.0
848.46,63.0
848.76,61.0
849.05,58.0
849.35,57.0
849.65,60.0
849.94,57.0
850.24,60.0
850.54,52.0
850.83,63.0
851.13,60.0
851.42,61.0
851.72,67.0
852.02,72.0
852.31,65.0
852.61,72.0
852.91,70.0
853.2,72.0
853.5,65.0
853.79,62.0
854.09,61.0
854.38,65.0
854.68,63.0
854.98,61.0
855.27,62.0
855.57,63.0
855.86,65.0
856.16,58.0
856.45,60.0
856.75,59.0
857.04,56.0
857.34,59.0
857.63,55.0
857.93,55.0
858.22,63.0
858.52,58.0
858.81,58.0
859.11,55.0
859.4,54.0
859.7,58.0
859.99,60.0
860.29,57.0
860.58,52.0
860.88,57.0
861.17,63.0
861.47,59.0
861.76,58.0
862.05,63.0
862.35,58.0
862.64,58.0
862.94,60.0
863.23,59.0
863.53,56.0
863.82,62.0
864.11,57.0
864.41,57.0
864.7,62.0
864.99,62.0
865.29,59.0
865.58,56.0
865.88,57.0
866.17,62.0
866.46,63.0
866.76,66.0
867.05,63.0
867.34,54.0
867.64,61.0
867.93,56.0
868.22,58.0
868.51,55.0
868.81,58.0
869.1,58.0
869.39,58.0
869.69,60.0
869.98,58.0
870.27,55.0
870.56,57.0
870.86,55.0
871.15,62.0
871.44,61.0
871.73,57.0
872.03,60.0
872.32,63.0
872.61,61.0
872.9,59.0
873.2,54.0
873.49,56.0
873.78,58.0
874.07,59.0
874.36,56.0
874.66,59.0
874.95,62.0
875.24,61.0
875.53,63.0
875.82,63.0
